id,context,question,answers
27, MADDE 27 – (1) Bir dersi başarı ile tamamlamak için o dersten CC ve üstü veya S notu almak  gerekir.   (2)  Dönem sonundaki ağırlıklı genel not ortalaması en az 2 00 olmak koşulu ile ilgili dönemde  alınan DD ve DC notları da başarılı kabul edilir.   (3)  Dönem sonundaki ağırlıklı genel not ortalaması 2 00 ve üstü olsa dahi Senato kararı ile  belirlenmiş bazı dersler için DD ve DC notları başarısız olarak kabul edilebilir.   (4)  FF  VF  NA ve U başarısızlığı ifade eder.   Nota itiraz   ,Bir dersi başarıyla tamamlamak için hangi notu almak gerekir?,Bir dersi başarı ile tamamlamak için o dersten CC ve üstü veya S notu almak gerekir.
27, MADDE 27 – (1) Bir dersi başarı ile tamamlamak için o dersten CC ve üstü veya S notu almak  gerekir.   (2)  Dönem sonundaki ağırlıklı genel not ortalaması en az 2 00 olmak koşulu ile ilgili dönemde  alınan DD ve DC notları da başarılı kabul edilir.   (3)  Dönem sonundaki ağırlıklı genel not ortalaması 2 00 ve üstü olsa dahi Senato kararı ile  belirlenmiş bazı dersler için DD ve DC notları başarısız olarak kabul edilebilir.   (4)  FF  VF  NA ve U başarısızlığı ifade eder.   Nota itiraz   ,Dönem sonunda hangi notlar  ağırlıklı genel not ortalamasının 2 00 olması koşuluyla başarılı kabul edilir?,Dönem sonundaki ağırlıklı genel not ortalaması en az 2 00 olmak koşulu ile ilgili dönemde alınan DD ve DC notları da başarılı kabul edilir.
27, MADDE 27 – (1) Bir dersi başarı ile tamamlamak için o dersten CC ve üstü veya S notu almak  gerekir.   (2)  Dönem sonundaki ağırlıklı genel not ortalaması en az 2 00 olmak koşulu ile ilgili dönemde  alınan DD ve DC notları da başarılı kabul edilir.   (3)  Dönem sonundaki ağırlıklı genel not ortalaması 2 00 ve üstü olsa dahi Senato kararı ile  belirlenmiş bazı dersler için DD ve DC notları başarısız olarak kabul edilebilir.   (4)  FF  VF  NA ve U başarısızlığı ifade eder.   Nota itiraz   ,Ağırlıklı genel not ortalaması 2 00 ve üstü olsa bile hangi notlar başarısız kabul edilebilir?,Dönem sonundaki ağırlıklı genel not ortalaması 2 00 ve üstü olsa dahi Senato kararı ile belirlenmiş bazı dersler için DD ve DC notları başarısız olarak kabul edilebilir.
27, MADDE 27 – (1) Bir dersi başarı ile tamamlamak için o dersten CC ve üstü veya S notu almak  gerekir.   (2)  Dönem sonundaki ağırlıklı genel not ortalaması en az 2 00 olmak koşulu ile ilgili dönemde  alınan DD ve DC notları da başarılı kabul edilir.   (3)  Dönem sonundaki ağırlıklı genel not ortalaması 2 00 ve üstü olsa dahi Senato kararı ile  belirlenmiş bazı dersler için DD ve DC notları başarısız olarak kabul edilebilir.   (4)  FF  VF  NA ve U başarısızlığı ifade eder.   Nota itiraz   ,Hangi notlar başarısızlığı ifade eder?,FF  VF  NA ve U başarısızlığı ifade eder.
28, MADDE 28 – (1) Öğrenci  yarıyıl içi sınav sonuçlarına  notun ilan edilmesinden itibaren 5 iş günü  içerisinde ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir. Bölüm başkanlığı itirazı  öğretim elemanına iletir. Öğretim elemanı sınav belgelerini tekrar inceleyerek  öğrencinin itirazını 5 iş  günü içerisinde değerlendirir  sonucu bölüm başkanlığına bildirir.   (2) Yarıyıl sonu notlarının açıklanması ve maddi hata düzeltilmesi aşağıdaki şekilde yapılır:   a) Öğrencilerin bir dersteki yarıyıl sonu harf notu akademik takvimde belirtilen tarihlerde  öğretim elemanı tarafından açıklanır.   b) Öğrenci  bir dersteki harf notuna  dersin harf notunun ilan edilmesinden itibaren 5 iş günü  içerisinde  ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir.   c) Bölüm başkanlığı itirazı öğretim elemanına iletir. Öğretim elemanı  öğrencinin başarı notuna  katkısı bulunan bütün çalışmaları tekrar inceleyerek  öğrencinin itirazını 5 iş günü içinde değerlendirir   sonucu bölüm başkanlığına bildirir.   ç) Eğer varsa not değişikliği veya düzeltmeler ilgili yönetim kurulunca karara bağlanır.   Mazeret sınavı   ,Öğrenci  yarıyıl içi sınav sonuçlarına ne kadar süre içinde itiraz edebilir?,Öğrenci  yarıyıl içi sınav sonuçlarına  notun ilan edilmesinden itibaren 5 iş günü içerisinde ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir.
28, MADDE 28 – (1) Öğrenci  yarıyıl içi sınav sonuçlarına  notun ilan edilmesinden itibaren 5 iş günü  içerisinde ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir. Bölüm başkanlığı itirazı  öğretim elemanına iletir. Öğretim elemanı sınav belgelerini tekrar inceleyerek  öğrencinin itirazını 5 iş  günü içerisinde değerlendirir  sonucu bölüm başkanlığına bildirir.   (2) Yarıyıl sonu notlarının açıklanması ve maddi hata düzeltilmesi aşağıdaki şekilde yapılır:   a) Öğrencilerin bir dersteki yarıyıl sonu harf notu akademik takvimde belirtilen tarihlerde  öğretim elemanı tarafından açıklanır.   b) Öğrenci  bir dersteki harf notuna  dersin harf notunun ilan edilmesinden itibaren 5 iş günü  içerisinde  ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir.   c) Bölüm başkanlığı itirazı öğretim elemanına iletir. Öğretim elemanı  öğrencinin başarı notuna  katkısı bulunan bütün çalışmaları tekrar inceleyerek  öğrencinin itirazını 5 iş günü içinde değerlendirir   sonucu bölüm başkanlığına bildirir.   ç) Eğer varsa not değişikliği veya düzeltmeler ilgili yönetim kurulunca karara bağlanır.   Mazeret sınavı   ,Yarıyıl içi sınav sonucuna itirazı değerlendirme süreci nasıldır?,Bölüm başkanlığı itirazı öğretim elemanına iletir. Öğretim elemanı sınav belgelerini tekrar inceleyerek  öğrencinin itirazını 5 iş günü içerisinde değerlendirir  sonucu bölüm başkanlığına bildirir.
28, MADDE 28 – (1) Öğrenci  yarıyıl içi sınav sonuçlarına  notun ilan edilmesinden itibaren 5 iş günü  içerisinde ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir. Bölüm başkanlığı itirazı  öğretim elemanına iletir. Öğretim elemanı sınav belgelerini tekrar inceleyerek  öğrencinin itirazını 5 iş  günü içerisinde değerlendirir  sonucu bölüm başkanlığına bildirir.   (2) Yarıyıl sonu notlarının açıklanması ve maddi hata düzeltilmesi aşağıdaki şekilde yapılır:   a) Öğrencilerin bir dersteki yarıyıl sonu harf notu akademik takvimde belirtilen tarihlerde  öğretim elemanı tarafından açıklanır.   b) Öğrenci  bir dersteki harf notuna  dersin harf notunun ilan edilmesinden itibaren 5 iş günü  içerisinde  ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir.   c) Bölüm başkanlığı itirazı öğretim elemanına iletir. Öğretim elemanı  öğrencinin başarı notuna  katkısı bulunan bütün çalışmaları tekrar inceleyerek  öğrencinin itirazını 5 iş günü içinde değerlendirir   sonucu bölüm başkanlığına bildirir.   ç) Eğer varsa not değişikliği veya düzeltmeler ilgili yönetim kurulunca karara bağlanır.   Mazeret sınavı   ,Öğrenci  yarıyıl sonu harf notuna ne kadar süre içinde itiraz edebilir?,Öğrenci  bir dersteki harf notuna  dersin harf notunun ilan edilmesinden itibaren 5 iş günü içerisinde  ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir.
28, MADDE 28 – (1) Öğrenci  yarıyıl içi sınav sonuçlarına  notun ilan edilmesinden itibaren 5 iş günü  içerisinde ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir. Bölüm başkanlığı itirazı  öğretim elemanına iletir. Öğretim elemanı sınav belgelerini tekrar inceleyerek  öğrencinin itirazını 5 iş  günü içerisinde değerlendirir  sonucu bölüm başkanlığına bildirir.   (2) Yarıyıl sonu notlarının açıklanması ve maddi hata düzeltilmesi aşağıdaki şekilde yapılır:   a) Öğrencilerin bir dersteki yarıyıl sonu harf notu akademik takvimde belirtilen tarihlerde  öğretim elemanı tarafından açıklanır.   b) Öğrenci  bir dersteki harf notuna  dersin harf notunun ilan edilmesinden itibaren 5 iş günü  içerisinde  ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir.   c) Bölüm başkanlığı itirazı öğretim elemanına iletir. Öğretim elemanı  öğrencinin başarı notuna  katkısı bulunan bütün çalışmaları tekrar inceleyerek  öğrencinin itirazını 5 iş günü içinde değerlendirir   sonucu bölüm başkanlığına bildirir.   ç) Eğer varsa not değişikliği veya düzeltmeler ilgili yönetim kurulunca karara bağlanır.   Mazeret sınavı   ,Yarıyıl sonu notuna yapılan itirazı değerlendirme süreci nasıldır?,Bölüm başkanlığı itirazı öğretim elemanına iletir. Öğretim elemanı  öğrencinin başarı notuna katkısı bulunan bütün çalışmaları tekrar inceleyerek  öğrencinin itirazını 5 iş günü içinde değerlendirir  sonucu bölüm başkanlığına bildirir.
28, MADDE 28 – (1) Öğrenci  yarıyıl içi sınav sonuçlarına  notun ilan edilmesinden itibaren 5 iş günü  içerisinde ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir. Bölüm başkanlığı itirazı  öğretim elemanına iletir. Öğretim elemanı sınav belgelerini tekrar inceleyerek  öğrencinin itirazını 5 iş  günü içerisinde değerlendirir  sonucu bölüm başkanlığına bildirir.   (2) Yarıyıl sonu notlarının açıklanması ve maddi hata düzeltilmesi aşağıdaki şekilde yapılır:   a) Öğrencilerin bir dersteki yarıyıl sonu harf notu akademik takvimde belirtilen tarihlerde  öğretim elemanı tarafından açıklanır.   b) Öğrenci  bir dersteki harf notuna  dersin harf notunun ilan edilmesinden itibaren 5 iş günü  içerisinde  ilgili bölüm başkanlığına yazılı olarak başvurup itiraz edebilir.   c) Bölüm başkanlığı itirazı öğretim elemanına iletir. Öğretim elemanı  öğrencinin başarı notuna  katkısı bulunan bütün çalışmaları tekrar inceleyerek  öğrencinin itirazını 5 iş günü içinde değerlendirir   sonucu bölüm başkanlığına bildirir.   ç) Eğer varsa not değişikliği veya düzeltmeler ilgili yönetim kurulunca karara bağlanır.   Mazeret sınavı   ,Not değişikliği veya düzeltmeleri kim tarafından karara bağlanır?,Eğer varsa not değişikliği veya düzeltmeler ilgili yönetim kurulunca karara bağlanır.
29, MADDE 29 – (1) Haklı ve geçerli nedenlerle sınavlarına giremeyen öğrenciler e  ilgili yönetim  kurulu kararlarıyla aynı yarıyıl içinde dersi veren öğretim elemanının belirleyeceği gün ve saatte  kullanılmak üzere mazeret sınav hakkı verilir. Öğrencilerin mazeret sınavına girebilmeleri için sınav  tarihinden itibaren 5 iş günü içerisinde mazeret dilekçelerini kayıtlı oldukları bölüm başkanlığına  teslim  etmeleri gerekir.   Not ortalamaları   ,Haklı ve geçerli nedenlerle sınavlara giremeyen öğrencilere ne verilir?,Haklı ve geçerli nedenlerle sınavlarına giremeyen öğrencilere  ilgili yönetim kurulu kararlarıyla aynı yarıyıl içinde dersi veren öğretim elemanının belirleyeceği gün ve saatte kullanılmak üzere mazeret sınav hakkı verilir.
29, MADDE 29 – (1) Haklı ve geçerli nedenlerle sınavlarına giremeyen öğrenciler e  ilgili yönetim  kurulu kararlarıyla aynı yarıyıl içinde dersi veren öğretim elemanının belirleyeceği gün ve saatte  kullanılmak üzere mazeret sınav hakkı verilir. Öğrencilerin mazeret sınavına girebilmeleri için sınav  tarihinden itibaren 5 iş günü içerisinde mazeret dilekçelerini kayıtlı oldukları bölüm başkanlığına  teslim  etmeleri gerekir.   Not ortalamaları   ,Öğrencilerin mazeret sınavına girebilmeleri için mazeret dilekçelerini ne zaman teslim etmeleri gerekir?,Öğrencilerin mazeret sınavına girebilmeleri için sınav tarihinden itibaren 5 iş günü içerisinde mazeret dilekçelerini kayıtlı oldukları bölüm başkanlığına  teslim etmeleri gerekir.
29, MADDE 29 – (1) Haklı ve geçerli nedenlerle sınavlarına giremeyen öğrenciler e  ilgili yönetim  kurulu kararlarıyla aynı yarıyıl içinde dersi veren öğretim elemanının belirleyeceği gün ve saatte  kullanılmak üzere mazeret sınav hakkı verilir. Öğrencilerin mazeret sınavına girebilmeleri için sınav  tarihinden itibaren 5 iş günü içerisinde mazeret dilekçelerini kayıtlı oldukları bölüm başkanlığına  teslim  etmeleri gerekir.   Not ortalamaları   ,Mazeret sınavı hangi yarıyıl içinde yapılır?,Mazeret sınavı aynı yarıyıl içinde yapılır.
29, MADDE 29 – (1) Haklı ve geçerli nedenlerle sınavlarına giremeyen öğrenciler e  ilgili yönetim  kurulu kararlarıyla aynı yarıyıl içinde dersi veren öğretim elemanının belirleyeceği gün ve saatte  kullanılmak üzere mazeret sınav hakkı verilir. Öğrencilerin mazeret sınavına girebilmeleri için sınav  tarihinden itibaren 5 iş günü içerisinde mazeret dilekçelerini kayıtlı oldukları bölüm başkanlığına  teslim  etmeleri gerekir.   Not ortalamaları   ,Mazeret sınavının gün ve saatini kim belirler?,Mazeret sınavının gün ve saatini dersi veren öğretim elemanı belirler.
30, MADDE 30 – (1) Ağırlıklı yarıyıl not ortalaması  öğrencinin belirli bir yarıyılda aldığı derslerin  kredilerinin 4’lük sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının başarı notu  EX  NC  S  U olan dersler hariç krediler toplamına bölünmesi il e bulunacak değerdir. Bölme sonucu   virgülden sonra iki hane yürütülüp yuvarlatılarak verilir.   (2) Ağırlıklı genel not ortalaması  öğrencinin almış olduğu tüm derslerin kredilerinin 4’lük  sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının  başarı notu EX  NC  S  U olan  dersler hariç krediler toplamına bölünmesi ile bulunacak değerdir. Bölme sonucu  virgülden sonra iki  hane yürütülüp yuvarlatılarak verilir. Çift anadal veya yan dal programından çıkarılan öğrencilerin  başarılı oldu ğu ve ana dal programına sayılmayan dersleri  genel not ortalamasına dâhil edilmeksizin  transkript ve diploma ekinde gösterilir.   Başarı durumu   ,Ağırlıklı yarıyıl not ortalaması nasıl hesaplanır?,Ağırlıklı yarıyıl not ortalaması  öğrencinin belirli bir yarıyılda aldığı derslerin kredilerinin 4’lük sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının başarı notu EX  NC  S  U olan dersler hariç krediler toplamına bölünmesi ile bulunacak değerdir.
30, MADDE 30 – (1) Ağırlıklı yarıyıl not ortalaması  öğrencinin belirli bir yarıyılda aldığı derslerin  kredilerinin 4’lük sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının başarı notu  EX  NC  S  U olan dersler hariç krediler toplamına bölünmesi il e bulunacak değerdir. Bölme sonucu   virgülden sonra iki hane yürütülüp yuvarlatılarak verilir.   (2) Ağırlıklı genel not ortalaması  öğrencinin almış olduğu tüm derslerin kredilerinin 4’lük  sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının  başarı notu EX  NC  S  U olan  dersler hariç krediler toplamına bölünmesi ile bulunacak değerdir. Bölme sonucu  virgülden sonra iki  hane yürütülüp yuvarlatılarak verilir. Çift anadal veya yan dal programından çıkarılan öğrencilerin  başarılı oldu ğu ve ana dal programına sayılmayan dersleri  genel not ortalamasına dâhil edilmeksizin  transkript ve diploma ekinde gösterilir.   Başarı durumu   ,Ağırlıklı yarıyıl not ortalaması hesaplanırken bölme sonucu nasıl verilir?,Bölme sonucu  virgülden sonra iki hane yürütülüp yuvarlatılarak verilir.
30, MADDE 30 – (1) Ağırlıklı yarıyıl not ortalaması  öğrencinin belirli bir yarıyılda aldığı derslerin  kredilerinin 4’lük sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının başarı notu  EX  NC  S  U olan dersler hariç krediler toplamına bölünmesi il e bulunacak değerdir. Bölme sonucu   virgülden sonra iki hane yürütülüp yuvarlatılarak verilir.   (2) Ağırlıklı genel not ortalaması  öğrencinin almış olduğu tüm derslerin kredilerinin 4’lük  sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının  başarı notu EX  NC  S  U olan  dersler hariç krediler toplamına bölünmesi ile bulunacak değerdir. Bölme sonucu  virgülden sonra iki  hane yürütülüp yuvarlatılarak verilir. Çift anadal veya yan dal programından çıkarılan öğrencilerin  başarılı oldu ğu ve ana dal programına sayılmayan dersleri  genel not ortalamasına dâhil edilmeksizin  transkript ve diploma ekinde gösterilir.   Başarı durumu   ,Ağırlıklı genel not ortalaması nasıl hesaplanır?,Ağırlıklı genel not ortalaması  öğrencinin almış olduğu tüm derslerin kredilerinin 4’lük sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının  başarı notu EX  NC  S  U olan dersler hariç krediler toplamına bölünmesi ile bulunacak değerdir.
30, MADDE 30 – (1) Ağırlıklı yarıyıl not ortalaması  öğrencinin belirli bir yarıyılda aldığı derslerin  kredilerinin 4’lük sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının başarı notu  EX  NC  S  U olan dersler hariç krediler toplamına bölünmesi il e bulunacak değerdir. Bölme sonucu   virgülden sonra iki hane yürütülüp yuvarlatılarak verilir.   (2) Ağırlıklı genel not ortalaması  öğrencinin almış olduğu tüm derslerin kredilerinin 4’lük  sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının  başarı notu EX  NC  S  U olan  dersler hariç krediler toplamına bölünmesi ile bulunacak değerdir. Bölme sonucu  virgülden sonra iki  hane yürütülüp yuvarlatılarak verilir. Çift anadal veya yan dal programından çıkarılan öğrencilerin  başarılı oldu ğu ve ana dal programına sayılmayan dersleri  genel not ortalamasına dâhil edilmeksizin  transkript ve diploma ekinde gösterilir.   Başarı durumu   ,Çift anadal veya yan dal programından çıkarılan öğrencilerin başarılı olduğu ve ana dal programına sayılmayan dersleri nerede gösterilir?,Çift anadal veya yan dal programından çıkarılan öğrencilerin başarılı olduğu ve ana dal programına sayılmayan dersleri  genel not ortalamasına dâhil edilmeksizin transkript ve diploma ekinde gösterilir.
30, MADDE 30 – (1) Ağırlıklı yarıyıl not ortalaması  öğrencinin belirli bir yarıyılda aldığı derslerin  kredilerinin 4’lük sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının başarı notu  EX  NC  S  U olan dersler hariç krediler toplamına bölünmesi il e bulunacak değerdir. Bölme sonucu   virgülden sonra iki hane yürütülüp yuvarlatılarak verilir.   (2) Ağırlıklı genel not ortalaması  öğrencinin almış olduğu tüm derslerin kredilerinin 4’lük  sistemdeki notları ile çarpılması sonucu elde edilecek sayılar toplamının  başarı notu EX  NC  S  U olan  dersler hariç krediler toplamına bölünmesi ile bulunacak değerdir. Bölme sonucu  virgülden sonra iki  hane yürütülüp yuvarlatılarak verilir. Çift anadal veya yan dal programından çıkarılan öğrencilerin  başarılı oldu ğu ve ana dal programına sayılmayan dersleri  genel not ortalamasına dâhil edilmeksizin  transkript ve diploma ekinde gösterilir.   Başarı durumu   ,Ağırlıklı genel not ortalaması hesaplanırken bölme sonucu nasıl verilir?,Bölme sonucu  virgülden sonra iki hane yürütülüp yuvarlatılarak verilir.
31, MADDE 31 – (1) Kayıtlı olduğu sekiz dönem içinde mezun olan ve genel not ortalaması 3 00 - 3 49 arasında olan öğrenciler onur öğrencisi  3 50 ve üstü olanlar ise yüksek onur öğrencisi olarak mezun  olurlar ve bu durum transkriptlerinde belirtilir.   (2) Bir yarıyıl sonunda  ağırlıklı genel not ortalaması 2 00 veya üstü olan öğrenciler başarılı olarak  değerlendirilir.   (3) Lisans programlarında ikinci yarıyılın sonundan itibaren  ağırlıklı genel not ortalaması 1 99  ve aşağı olan öğrenciler sınamalı öğrenci sayılır. Sınamalı öğrenciler bir yarıyılda 30 AKTS krediden  fazla ders alamaz.   T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   ÖN LİSANS VE LİSANS EĞİTİM - ÖĞRETİM YÖNETMELİĞİ  Doküman No  YN-0001   Yayın Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-8    Form No: FR -0375 Yayın Tarihi: 21.11.2023  Değ.No:0 Değ.Tarihi: -  8    Ders tekrarı   ,Hangi not ortalamasına sahip öğrenciler onur öğrencisi olarak mezun olurlar?,Kayıtlı olduğu sekiz dönem içinde mezun olan ve genel not ortalaması 3 00 - 3 49 arasında olan öğrenciler onur öğrencisi olarak mezun olurlar.
31, MADDE 31 – (1) Kayıtlı olduğu sekiz dönem içinde mezun olan ve genel not ortalaması 3 00 - 3 49 arasında olan öğrenciler onur öğrencisi  3 50 ve üstü olanlar ise yüksek onur öğrencisi olarak mezun  olurlar ve bu durum transkriptlerinde belirtilir.   (2) Bir yarıyıl sonunda  ağırlıklı genel not ortalaması 2 00 veya üstü olan öğrenciler başarılı olarak  değerlendirilir.   (3) Lisans programlarında ikinci yarıyılın sonundan itibaren  ağırlıklı genel not ortalaması 1 99  ve aşağı olan öğrenciler sınamalı öğrenci sayılır. Sınamalı öğrenciler bir yarıyılda 30 AKTS krediden  fazla ders alamaz.   T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   ÖN LİSANS VE LİSANS EĞİTİM - ÖĞRETİM YÖNETMELİĞİ  Doküman No  YN-0001   Yayın Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-8    Form No: FR -0375 Yayın Tarihi: 21.11.2023  Değ.No:0 Değ.Tarihi: -  8    Ders tekrarı   ,Hangi not ortalamasına sahip öğrenciler yüksek onur öğrencisi olarak mezun olurlar?,Kayıtlı olduğu sekiz dönem içinde mezun olan ve genel not ortalaması 3 50 ve üstü olanlar ise yüksek onur öğrencisi olarak mezun olurlar.
31, MADDE 31 – (1) Kayıtlı olduğu sekiz dönem içinde mezun olan ve genel not ortalaması 3 00 - 3 49 arasında olan öğrenciler onur öğrencisi  3 50 ve üstü olanlar ise yüksek onur öğrencisi olarak mezun  olurlar ve bu durum transkriptlerinde belirtilir.   (2) Bir yarıyıl sonunda  ağırlıklı genel not ortalaması 2 00 veya üstü olan öğrenciler başarılı olarak  değerlendirilir.   (3) Lisans programlarında ikinci yarıyılın sonundan itibaren  ağırlıklı genel not ortalaması 1 99  ve aşağı olan öğrenciler sınamalı öğrenci sayılır. Sınamalı öğrenciler bir yarıyılda 30 AKTS krediden  fazla ders alamaz.   T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   ÖN LİSANS VE LİSANS EĞİTİM - ÖĞRETİM YÖNETMELİĞİ  Doküman No  YN-0001   Yayın Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-8    Form No: FR -0375 Yayın Tarihi: 21.11.2023  Değ.No:0 Değ.Tarihi: -  8    Ders tekrarı   ,Bir yarıyıl sonunda hangi ağırlıklı genel not ortalamasına sahip öğrenciler başarılı olarak değerlendirilir?,Bir yarıyıl sonunda  ağırlıklı genel not ortalaması 2 00 veya üstü olan öğrenciler başarılı olarak değerlendirilir.
31, MADDE 31 – (1) Kayıtlı olduğu sekiz dönem içinde mezun olan ve genel not ortalaması 3 00 - 3 49 arasında olan öğrenciler onur öğrencisi  3 50 ve üstü olanlar ise yüksek onur öğrencisi olarak mezun  olurlar ve bu durum transkriptlerinde belirtilir.   (2) Bir yarıyıl sonunda  ağırlıklı genel not ortalaması 2 00 veya üstü olan öğrenciler başarılı olarak  değerlendirilir.   (3) Lisans programlarında ikinci yarıyılın sonundan itibaren  ağırlıklı genel not ortalaması 1 99  ve aşağı olan öğrenciler sınamalı öğrenci sayılır. Sınamalı öğrenciler bir yarıyılda 30 AKTS krediden  fazla ders alamaz.   T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   ÖN LİSANS VE LİSANS EĞİTİM - ÖĞRETİM YÖNETMELİĞİ  Doküman No  YN-0001   Yayın Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-8    Form No: FR -0375 Yayın Tarihi: 21.11.2023  Değ.No:0 Değ.Tarihi: -  8    Ders tekrarı   ,Lisans programlarında hangi ağırlıklı genel not ortalamasına sahip öğrenciler sınamalı öğrenci sayılır?,Lisans programlarında ikinci yarıyılın sonundan itibaren  ağırlıklı genel not ortalaması 1 99 ve aşağı olan öğrenciler sınamalı öğrenci sayılır.
31, MADDE 31 – (1) Kayıtlı olduğu sekiz dönem içinde mezun olan ve genel not ortalaması 3 00 - 3 49 arasında olan öğrenciler onur öğrencisi  3 50 ve üstü olanlar ise yüksek onur öğrencisi olarak mezun  olurlar ve bu durum transkriptlerinde belirtilir.   (2) Bir yarıyıl sonunda  ağırlıklı genel not ortalaması 2 00 veya üstü olan öğrenciler başarılı olarak  değerlendirilir.   (3) Lisans programlarında ikinci yarıyılın sonundan itibaren  ağırlıklı genel not ortalaması 1 99  ve aşağı olan öğrenciler sınamalı öğrenci sayılır. Sınamalı öğrenciler bir yarıyılda 30 AKTS krediden  fazla ders alamaz.   T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   ÖN LİSANS VE LİSANS EĞİTİM - ÖĞRETİM YÖNETMELİĞİ  Doküman No  YN-0001   Yayın Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-8    Form No: FR -0375 Yayın Tarihi: 21.11.2023  Değ.No:0 Değ.Tarihi: -  8    Ders tekrarı   ,Sınamalı öğrenciler bir yarıyılda en fazla kaç AKTS kredisi alabilir?,Sınamalı öğrenciler bir yarıyılda 30 AKTS krediden fazla ders alamaz.
32, MADDE 32 – (1) Öğrenciler FF  VF  NA ve U notu aldıkları tüm dersleri tekrar etmek zorundadır.    (2)  Ağırlıklı genel not ortalamasını yükseltmek isteyen öğrenciler daha önce aldıkları AA notu  dışındaki başarılı oldukları dersleri tekrar edebilir.   (3) Öğrenciler FF  VF  NA veya U notu aldıkları dersleri ilk açıldıklarında tekrarlamak  zorundadırlar. Öğrencilerin bulundukları yarıyıldaki ders programı ve eğitim planlarında ilerlemeleri  göz önünde bulundururak  danışmanlarının uygun görmesi durumunda ders tekrarı bir sonraki yarıyıla  ertelenebilir .  (4)  Öğrenci  dersi tekrar etmesi hâlinde önceki notu NA veya U ise derse ilişkin tüm  yükümlülükleri yerine getirmek zorundadır. Diğer notlar için öğrenci devam şartı hariç ders bilgi  formunda belirtilen tüm yükümlülükleri yerine getirmek zorundadır. Staj  laboratuvar  proje ve bitirme  çalışması gibi dersler için ise ders tekrar alındığında öğrenci derse ilişkin tüm yükümlülüklerini yerine  getirmek zorundadır.   (5)  Seçmeli bir dersin tekrarlanması durumunda  o dersin bulunduğu seçmeli ders havuzundan  başka bir ders seçilebilir.   (6)  Tekrarlanması gereken ders öğretim planından çıkarılmış bir ders ise  öğrenciler  bölümlerince uygun görülen başka bir dersi alırlar. Bu durumda öğrenciler yeni alınan derse ilişkin tüm  yükümlülükleri yerine getirmek zorundadır.   (7)  Tekrar edilen dersler için son alınan notlar geçerlidir.   (8) Çift ana dal/yan dal yapan öğrenciler aldıkları söz konusu dersin  %34’ü aşmayacak şekilde  çakışan derslerini danışmanının uygun bulması halinde alabilirler.   Tek ders sınavı   ,Hangi notları alan öğrenciler dersleri tekrar etmek zorundadır?,Öğrenciler FF  VF  NA ve U notu aldıkları tüm dersleri tekrar etmek zorundadır.
