id;context;question;answers
55;" MADDE 13 – (1) (Deðiþik:RG -12/1/2015 -29234) Ýngilizce hazýrlýk programýnda geçirilen bir yýllýk  süre  hariç   Üniversitedeki  lisans  eðitim -öðretim  programlarý  sekiz  yarýyýl  olup   azami  bitirme  süresi  yedi  yýldýr.   (2) Öðrenciler  programlarýný azami süreler içinde tamamlamak zorundadýr. Bu süre sonunda  programlarýný tamamlamamýþ olan öðrenciler  2547 sayýlý Kanunun 44 üncü ve 46 ncý maddelerinde  belirlenen  koþullara  göre  ilgili döneme  ait mali  yükümlülüklerini  yerine  getirerek  öðrenimlerine  devam  etmek için kayýt yaptýrabilir. Bu durumda  ders ve sýnavlara katýlma hariç  öðrencilere tanýnan diðer  haklardan yararlandýrýlmadan öðrencilik statüleri devam  eder.   (3) (Deðiþik:RG -12/1/2015 -29234) Öðrenciler  lisans öðrenimleri süre since öðrencisi  bulunduklarý  bölümün  öðretim  planýnda  bulunan  derslere  karþýlýk  gelen  toplam  kredinin  en az % 30’unu  Ýngilizce verilen derslerden almak zorundadýr. 2547 sayýlý Kanunun 5 inci maddesinin birinci fýkrasýnýn  (ý) bendinde zorunlu olduðu belirtilen yabancý dil dersleri bu %30’a dahil edilmez. Danýþmanýn uygun  görmesi durumunda öðrenciler  seçmeli derslerden bazýlarýný Üniversitenin diðer bölümlerindeki  öðretim planlarýnda yer alan derslerden  alabilirler.   (4) Öðretim; öðretim planýnda öngörülen  dersler  uygulamalar  proje ve stüdyolar  laboratuvar  ve atölye çalýþmalarý  pratik çalýþmalar  eskizler  arazi uygulamalarý  seminerler  bitirme çalýþmasý ve  benzeri çalýþmalardan  oluþur.   (5) Senatoda aksi kararlaþtýrýlmadýkça  öðretim planlarýndaki zorunlu ve seçmeli derslerin ve  derslere baðlý olarak yapýlan proje  laboratuvar  arazi çalýþmasý gibi akademik etkinliklerin süresi bir  yarýyýldýr.   (6) Öðretim  planýndaki  dersler   zorunlu  ve seçmeli  derslerden  oluþur.  Zorunlu  dersler   öðrencinin  almak zorunda bulundu ðu  seçmeli dersler ise öðrencinin belirli ders gruplarý içinden seçerek almak  GEBZE TEKNÝK ÜNÝVERSÝTESÝ   LÝSANS EÐÝTÝM VE ÖÐRETÝM YÖNETMELÝÐÝ  Doküman No  YN-0009  Yayýn Tarihi  25.12.2017   Revizyon  Tarihi  -  Revizyon No  0  Sayfa  10-4    Form No: FR-0375 Yayýn Tarihi:  29.11 .2017 Deð.No:0 Deð.Tarihi: -  zorunda olduðu  derslerdir.   (7) Aralýksýz sekiz yarýyýl kayýt yenilememiþ olan öðrenciler  kayýt yenilemeleri durumunda 2547  sayýlý Kanunun 5 inci maddesinin birinci fýkrasýnýn (ý) bendinde zorunlu olduðu belirtilen dersler hariç   ilgili mevzuat hükümlerine göre ilgili programdaki derslerin tümünü baþtan  alýrlar.   Öðretim planlarý   ";Azami sürede programlarýný tamamlayamayan öðrenciler ne yapabilir?;Bu süre sonunda programlarýný tamamlamamýþ olan öðrenciler  2547 sayýlý Kanunun 44 üncü ve 46 ncý maddelerinde belirlenen koþullara göre ilgili döneme ait mali yükümlülüklerini yerine getirerek öðrenimlerine devam etmek için kayýt yaptýrabilir.
55;" MADDE 13 – (1) (Deðiþik:RG -12/1/2015 -29234) Ýngilizce hazýrlýk programýnda geçirilen bir yýllýk  süre  hariç   Üniversitedeki  lisans  eðitim -öðretim  programlarý  sekiz  yarýyýl  olup   azami  bitirme  süresi  yedi  yýldýr.   (2) Öðrenciler  programlarýný azami süreler içinde tamamlamak zorundadýr. Bu süre sonunda  programlarýný tamamlamamýþ olan öðrenciler  2547 sayýlý Kanunun 44 üncü ve 46 ncý maddelerinde  belirlenen  koþullara  göre  ilgili döneme  ait mali  yükümlülüklerini  yerine  getirerek  öðrenimlerine  devam  etmek için kayýt yaptýrabilir. Bu durumda  ders ve sýnavlara katýlma hariç  öðrencilere tanýnan diðer  haklardan yararlandýrýlmadan öðrencilik statüleri devam  eder.   (3) (Deðiþik:RG -12/1/2015 -29234) Öðrenciler  lisans öðrenimleri süre since öðrencisi  bulunduklarý  bölümün  öðretim  planýnda  bulunan  derslere  karþýlýk  gelen  toplam  kredinin  en az % 30’unu  Ýngilizce verilen derslerden almak zorundadýr. 2547 sayýlý Kanunun 5 inci maddesinin birinci fýkrasýnýn  (ý) bendinde zorunlu olduðu belirtilen yabancý dil dersleri bu %30’a dahil edilmez. Danýþmanýn uygun  görmesi durumunda öðrenciler  seçmeli derslerden bazýlarýný Üniversitenin diðer bölümlerindeki  öðretim planlarýnda yer alan derslerden  alabilirler.   (4) Öðretim; öðretim planýnda öngörülen  dersler  uygulamalar  proje ve stüdyolar  laboratuvar  ve atölye çalýþmalarý  pratik çalýþmalar  eskizler  arazi uygulamalarý  seminerler  bitirme çalýþmasý ve  benzeri çalýþmalardan  oluþur.   (5) Senatoda aksi kararlaþtýrýlmadýkça  öðretim planlarýndaki zorunlu ve seçmeli derslerin ve  derslere baðlý olarak yapýlan proje  laboratuvar  arazi çalýþmasý gibi akademik etkinliklerin süresi bir  yarýyýldýr.   (6) Öðretim  planýndaki  dersler   zorunlu  ve seçmeli  derslerden  oluþur.  Zorunlu  dersler   öðrencinin  almak zorunda bulundu ðu  seçmeli dersler ise öðrencinin belirli ders gruplarý içinden seçerek almak  GEBZE TEKNÝK ÜNÝVERSÝTESÝ   LÝSANS EÐÝTÝM VE ÖÐRETÝM YÖNETMELÝÐÝ  Doküman No  YN-0009  Yayýn Tarihi  25.12.2017   Revizyon  Tarihi  -  Revizyon No  0  Sayfa  10-4    Form No: FR-0375 Yayýn Tarihi:  29.11 .2017 Deð.No:0 Deð.Tarihi: -  zorunda olduðu  derslerdir.   (7) Aralýksýz sekiz yarýyýl kayýt yenilememiþ olan öðrenciler  kayýt yenilemeleri durumunda 2547  sayýlý Kanunun 5 inci maddesinin birinci fýkrasýnýn (ý) bendinde zorunlu olduðu belirtilen dersler hariç   ilgili mevzuat hükümlerine göre ilgili programdaki derslerin tümünü baþtan  alýrlar.   Öðretim planlarý   ";Lisans öðrencileri  lisans öðrenimleri süresince ne kadar Ýngilizce ders almak zorundadýr?;Öðrenciler  lisans öðrenimleri süresince öðrencisi bulunduklarý bölümün öðretim planýnda bulunan derslere karþýlýk gelen toplam kredinin en az % 30’unu Ýngilizce verilen derslerden almak zorundadýr.
55;" MADDE 13 – (1) (Deðiþik:RG -12/1/2015 -29234) Ýngilizce hazýrlýk programýnda geçirilen bir yýllýk  süre  hariç   Üniversitedeki  lisans  eðitim -öðretim  programlarý  sekiz  yarýyýl  olup   azami  bitirme  süresi  yedi  yýldýr.   (2) Öðrenciler  programlarýný azami süreler içinde tamamlamak zorundadýr. Bu süre sonunda  programlarýný tamamlamamýþ olan öðrenciler  2547 sayýlý Kanunun 44 üncü ve 46 ncý maddelerinde  belirlenen  koþullara  göre  ilgili döneme  ait mali  yükümlülüklerini  yerine  getirerek  öðrenimlerine  devam  etmek için kayýt yaptýrabilir. Bu durumda  ders ve sýnavlara katýlma hariç  öðrencilere tanýnan diðer  haklardan yararlandýrýlmadan öðrencilik statüleri devam  eder.   (3) (Deðiþik:RG -12/1/2015 -29234) Öðrenciler  lisans öðrenimleri süre since öðrencisi  bulunduklarý  bölümün  öðretim  planýnda  bulunan  derslere  karþýlýk  gelen  toplam  kredinin  en az % 30’unu  Ýngilizce verilen derslerden almak zorundadýr. 2547 sayýlý Kanunun 5 inci maddesinin birinci fýkrasýnýn  (ý) bendinde zorunlu olduðu belirtilen yabancý dil dersleri bu %30’a dahil edilmez. Danýþmanýn uygun  görmesi durumunda öðrenciler  seçmeli derslerden bazýlarýný Üniversitenin diðer bölümlerindeki  öðretim planlarýnda yer alan derslerden  alabilirler.   (4) Öðretim; öðretim planýnda öngörülen  dersler  uygulamalar  proje ve stüdyolar  laboratuvar  ve atölye çalýþmalarý  pratik çalýþmalar  eskizler  arazi uygulamalarý  seminerler  bitirme çalýþmasý ve  benzeri çalýþmalardan  oluþur.   (5) Senatoda aksi kararlaþtýrýlmadýkça  öðretim planlarýndaki zorunlu ve seçmeli derslerin ve  derslere baðlý olarak yapýlan proje  laboratuvar  arazi çalýþmasý gibi akademik etkinliklerin süresi bir  yarýyýldýr.   (6) Öðretim  planýndaki  dersler   zorunlu  ve seçmeli  derslerden  oluþur.  Zorunlu  dersler   öðrencinin  almak zorunda bulundu ðu  seçmeli dersler ise öðrencinin belirli ders gruplarý içinden seçerek almak  GEBZE TEKNÝK ÜNÝVERSÝTESÝ   LÝSANS EÐÝTÝM VE ÖÐRETÝM YÖNETMELÝÐÝ  Doküman No  YN-0009  Yayýn Tarihi  25.12.2017   Revizyon  Tarihi  -  Revizyon No  0  Sayfa  10-4    Form No: FR-0375 Yayýn Tarihi:  29.11 .2017 Deð.No:0 Deð.Tarihi: -  zorunda olduðu  derslerdir.   (7) Aralýksýz sekiz yarýyýl kayýt yenilememiþ olan öðrenciler  kayýt yenilemeleri durumunda 2547  sayýlý Kanunun 5 inci maddesinin birinci fýkrasýnýn (ý) bendinde zorunlu olduðu belirtilen dersler hariç   ilgili mevzuat hükümlerine göre ilgili programdaki derslerin tümünü baþtan  alýrlar.   Öðretim planlarý   ";Öðretim neleri kapsar?;"Öðretim; öðretim planýnda öngörülen dersler  uygulamalar  proje ve stüdyolar  laboratuvar ve atölye çalýþmalarý  pratik çalýþmalar  eskizler  arazi uygulamalarý  seminerler  bitirme çalýþmasý ve benzeri çalýþmalardan oluþur."
55;" MADDE 13 – (1) (Deðiþik:RG -12/1/2015 -29234) Ýngilizce hazýrlýk programýnda geçirilen bir yýllýk  süre  hariç   Üniversitedeki  lisans  eðitim -öðretim  programlarý  sekiz  yarýyýl  olup   azami  bitirme  süresi  yedi  yýldýr.   (2) Öðrenciler  programlarýný azami süreler içinde tamamlamak zorundadýr. Bu süre sonunda  programlarýný tamamlamamýþ olan öðrenciler  2547 sayýlý Kanunun 44 üncü ve 46 ncý maddelerinde  belirlenen  koþullara  göre  ilgili döneme  ait mali  yükümlülüklerini  yerine  getirerek  öðrenimlerine  devam  etmek için kayýt yaptýrabilir. Bu durumda  ders ve sýnavlara katýlma hariç  öðrencilere tanýnan diðer  haklardan yararlandýrýlmadan öðrencilik statüleri devam  eder.   (3) (Deðiþik:RG -12/1/2015 -29234) Öðrenciler  lisans öðrenimleri süre since öðrencisi  bulunduklarý  bölümün  öðretim  planýnda  bulunan  derslere  karþýlýk  gelen  toplam  kredinin  en az % 30’unu  Ýngilizce verilen derslerden almak zorundadýr. 2547 sayýlý Kanunun 5 inci maddesinin birinci fýkrasýnýn  (ý) bendinde zorunlu olduðu belirtilen yabancý dil dersleri bu %30’a dahil edilmez. Danýþmanýn uygun  görmesi durumunda öðrenciler  seçmeli derslerden bazýlarýný Üniversitenin diðer bölümlerindeki  öðretim planlarýnda yer alan derslerden  alabilirler.   (4) Öðretim; öðretim planýnda öngörülen  dersler  uygulamalar  proje ve stüdyolar  laboratuvar  ve atölye çalýþmalarý  pratik çalýþmalar  eskizler  arazi uygulamalarý  seminerler  bitirme çalýþmasý ve  benzeri çalýþmalardan  oluþur.   (5) Senatoda aksi kararlaþtýrýlmadýkça  öðretim planlarýndaki zorunlu ve seçmeli derslerin ve  derslere baðlý olarak yapýlan proje  laboratuvar  arazi çalýþmasý gibi akademik etkinliklerin süresi bir  yarýyýldýr.   (6) Öðretim  planýndaki  dersler   zorunlu  ve seçmeli  derslerden  oluþur.  Zorunlu  dersler   öðrencinin  almak zorunda bulundu ðu  seçmeli dersler ise öðrencinin belirli ders gruplarý içinden seçerek almak  GEBZE TEKNÝK ÜNÝVERSÝTESÝ   LÝSANS EÐÝTÝM VE ÖÐRETÝM YÖNETMELÝÐÝ  Doküman No  YN-0009  Yayýn Tarihi  25.12.2017   Revizyon  Tarihi  -  Revizyon No  0  Sayfa  10-4    Form No: FR-0375 Yayýn Tarihi:  29.11 .2017 Deð.No:0 Deð.Tarihi: -  zorunda olduðu  derslerdir.   (7) Aralýksýz sekiz yarýyýl kayýt yenilememiþ olan öðrenciler  kayýt yenilemeleri durumunda 2547  sayýlý Kanunun 5 inci maddesinin birinci fýkrasýnýn (ý) bendinde zorunlu olduðu belirtilen dersler hariç   ilgili mevzuat hükümlerine göre ilgili programdaki derslerin tümünü baþtan  alýrlar.   Öðretim planlarý   ";Öðretim planlarýndaki dersler nelerden oluþur?;Öðretim planýndaki dersler  zorunlu ve seçmeli derslerden oluþur.
56;" MADDE 14 – (1) (Deðiþik:RG -12/1/2015 -29234) Üniversitenin fakülte ve bölümlerindeki  öðreti m  Yükseköðretim Kurulunca belirlenen ve Senato tarafýndan kabul edilen ortak dersler göz  önünde tutulmak ve bölümlerin görüþleri alýnmak suretiyle  ilgili fakülte kurulunca kararlaþtýrýlan ve  Senato tarafýndan onaylanan öðretim planýna göre yapýlýr.   (2) Üçüncü yarýyýldan itibaren  birinci yýl sonunda en az 35  ikinci yýl sonunda en az 75 krediyi  tamamlayan ve genel not ortalamasý en az 3.00 olan öðrenciler bu Yönetmeliðin 16 ncý maddesinde  belirtilen en fazla kredi alma sýnýrýný aþarak sekiz yarýyýldan da ha kýsa sürede mezun  olabilir.   (3) Öðrenciler  öðrenimlerine önþartsýz veya önþartýný saðladýklarý dersleri çakýþmamak  bu  Yönetmeliðin 16 ncý maddesindeki kredi sýnýrlarýna uymak ve bu Yönetmeliðin 19 uncu maddesindeki  þartlarý saðlamak kaydý ile devam  ederle r.  (4) (Deðiþik:RG -12/1/2015 -29234) Öðretim planýna dâhil olan staj çalýþmalarý  fakülteler  tarafýndan her bölümün özelliðine göre hazýrlanan esaslara göre yapýlýr. Üniversite binalarý dýþýnda  yapýlmasý gereken ders ve uygulamalar  yarýyýl süresince yapýlabile ceði gibi  ilgili birimler tarafýndan  belirtilen sürelerde  bahar yarýyýlýnýn bitiminden sonra da  yaptýrýlabilir.   Önþart   MADDE  15 – (1) Bir dersin  önþartý   ilgili bölümün  önerisi  ve fakülte  kurulunun  onayý  ile belirlenir.  Öðretim  planýndaki  herhangi  bir dersin  alýnabilmesi  için önþart;  o ders  için önþart  olarak  belirlenen  ders  veya derslerden sýnava girme hakkýnýn alýnmýþ olmasýdýr. Fakat  ilgili bölümün ve fakültenin önerisi ve  Senatonun onayý ile o ders için önþart olarak belirlenen ders ve ya derslerden geçmiþ olmak da önþart  olarak kabul  edilebilir.   Derse kayýt   ";Üniversitenin fakülte ve bölümlerindeki öðretim nasýl yapýlýr?;Üniversitenin fakülte ve bölümlerindeki öðretim  Yükseköðretim Kurulunca belirlenen ve Senato tarafýndan kabul edilen ortak dersler göz önünde tutulmak ve bölümlerin görüþleri alýnmak suretiyle  ilgili fakülte kurulunca kararlaþtýrýlan ve Senato tarafýndan onaylanan öðretim planýna göre yapýlýr.
56;" MADDE 14 – (1) (Deðiþik:RG -12/1/2015 -29234) Üniversitenin fakülte ve bölümlerindeki  öðreti m  Yükseköðretim Kurulunca belirlenen ve Senato tarafýndan kabul edilen ortak dersler göz  önünde tutulmak ve bölümlerin görüþleri alýnmak suretiyle  ilgili fakülte kurulunca kararlaþtýrýlan ve  Senato tarafýndan onaylanan öðretim planýna göre yapýlýr.   (2) Üçüncü yarýyýldan itibaren  birinci yýl sonunda en az 35  ikinci yýl sonunda en az 75 krediyi  tamamlayan ve genel not ortalamasý en az 3.00 olan öðrenciler bu Yönetmeliðin 16 ncý maddesinde  belirtilen en fazla kredi alma sýnýrýný aþarak sekiz yarýyýldan da ha kýsa sürede mezun  olabilir.   (3) Öðrenciler  öðrenimlerine önþartsýz veya önþartýný saðladýklarý dersleri çakýþmamak  bu  Yönetmeliðin 16 ncý maddesindeki kredi sýnýrlarýna uymak ve bu Yönetmeliðin 19 uncu maddesindeki  þartlarý saðlamak kaydý ile devam  ederle r.  (4) (Deðiþik:RG -12/1/2015 -29234) Öðretim planýna dâhil olan staj çalýþmalarý  fakülteler  tarafýndan her bölümün özelliðine göre hazýrlanan esaslara göre yapýlýr. Üniversite binalarý dýþýnda  yapýlmasý gereken ders ve uygulamalar  yarýyýl süresince yapýlabile ceði gibi  ilgili birimler tarafýndan  belirtilen sürelerde  bahar yarýyýlýnýn bitiminden sonra da  yaptýrýlabilir.   Önþart   MADDE  15 – (1) Bir dersin  önþartý   ilgili bölümün  önerisi  ve fakülte  kurulunun  onayý  ile belirlenir.  Öðretim  planýndaki  herhangi  bir dersin  alýnabilmesi  için önþart;  o ders  için önþart  olarak  belirlenen  ders  veya derslerden sýnava girme hakkýnýn alýnmýþ olmasýdýr. Fakat  ilgili bölümün ve fakültenin önerisi ve  Senatonun onayý ile o ders için önþart olarak belirlenen ders ve ya derslerden geçmiþ olmak da önþart  olarak kabul  edilebilir.   Derse kayýt   ";Hangi þartlarý saðlayan öðrenciler sekiz yarýyýldan daha kýsa sürede mezun olabilir?;Üçüncü yarýyýldan itibaren  birinci yýl sonunda en az 35  ikinci yýl sonunda en az 75 krediyi tamamlayan ve genel not ortalamasý en az 3.00 olan öðrenciler bu Yönetmeliðin 16 ncý maddesinde belirtilen en fazla kredi alma sýnýrýný aþarak sekiz yarýyýldan daha kýsa sürede mezun olabilir.
56;" MADDE 14 – (1) (Deðiþik:RG -12/1/2015 -29234) Üniversitenin fakülte ve bölümlerindeki  öðreti m  Yükseköðretim Kurulunca belirlenen ve Senato tarafýndan kabul edilen ortak dersler göz  önünde tutulmak ve bölümlerin görüþleri alýnmak suretiyle  ilgili fakülte kurulunca kararlaþtýrýlan ve  Senato tarafýndan onaylanan öðretim planýna göre yapýlýr.   (2) Üçüncü yarýyýldan itibaren  birinci yýl sonunda en az 35  ikinci yýl sonunda en az 75 krediyi  tamamlayan ve genel not ortalamasý en az 3.00 olan öðrenciler bu Yönetmeliðin 16 ncý maddesinde  belirtilen en fazla kredi alma sýnýrýný aþarak sekiz yarýyýldan da ha kýsa sürede mezun  olabilir.   (3) Öðrenciler  öðrenimlerine önþartsýz veya önþartýný saðladýklarý dersleri çakýþmamak  bu  Yönetmeliðin 16 ncý maddesindeki kredi sýnýrlarýna uymak ve bu Yönetmeliðin 19 uncu maddesindeki  þartlarý saðlamak kaydý ile devam  ederle r.  (4) (Deðiþik:RG -12/1/2015 -29234) Öðretim planýna dâhil olan staj çalýþmalarý  fakülteler  tarafýndan her bölümün özelliðine göre hazýrlanan esaslara göre yapýlýr. Üniversite binalarý dýþýnda  yapýlmasý gereken ders ve uygulamalar  yarýyýl süresince yapýlabile ceði gibi  ilgili birimler tarafýndan  belirtilen sürelerde  bahar yarýyýlýnýn bitiminden sonra da  yaptýrýlabilir.   Önþart   MADDE  15 – (1) Bir dersin  önþartý   ilgili bölümün  önerisi  ve fakülte  kurulunun  onayý  ile belirlenir.  Öðretim  planýndaki  herhangi  bir dersin  alýnabilmesi  için önþart;  o ders  için önþart  olarak  belirlenen  ders  veya derslerden sýnava girme hakkýnýn alýnmýþ olmasýdýr. Fakat  ilgili bölümün ve fakültenin önerisi ve  Senatonun onayý ile o ders için önþart olarak belirlenen ders ve ya derslerden geçmiþ olmak da önþart  olarak kabul  edilebilir.   Derse kayýt   ";Öðrenciler  öðrenimlerine hangi þartlar altýnda devam ederler?;Öðrenciler  öðrenimlerine önþartsýz veya önþartýný saðladýklarý dersleri çakýþmamak  bu Yönetmeliðin 16 ncý maddesindeki kredi sýnýrlarýna uymak ve bu Yönetmeliðin 19 uncu maddesindeki þartlarý saðlamak kaydý ile devam ederler.
56;" MADDE 14 – (1) (Deðiþik:RG -12/1/2015 -29234) Üniversitenin fakülte ve bölümlerindeki  öðreti m  Yükseköðretim Kurulunca belirlenen ve Senato tarafýndan kabul edilen ortak dersler göz  önünde tutulmak ve bölümlerin görüþleri alýnmak suretiyle  ilgili fakülte kurulunca kararlaþtýrýlan ve  Senato tarafýndan onaylanan öðretim planýna göre yapýlýr.   (2) Üçüncü yarýyýldan itibaren  birinci yýl sonunda en az 35  ikinci yýl sonunda en az 75 krediyi  tamamlayan ve genel not ortalamasý en az 3.00 olan öðrenciler bu Yönetmeliðin 16 ncý maddesinde  belirtilen en fazla kredi alma sýnýrýný aþarak sekiz yarýyýldan da ha kýsa sürede mezun  olabilir.   (3) Öðrenciler  öðrenimlerine önþartsýz veya önþartýný saðladýklarý dersleri çakýþmamak  bu  Yönetmeliðin 16 ncý maddesindeki kredi sýnýrlarýna uymak ve bu Yönetmeliðin 19 uncu maddesindeki  þartlarý saðlamak kaydý ile devam  ederle r.  (4) (Deðiþik:RG -12/1/2015 -29234) Öðretim planýna dâhil olan staj çalýþmalarý  fakülteler  tarafýndan her bölümün özelliðine göre hazýrlanan esaslara göre yapýlýr. Üniversite binalarý dýþýnda  yapýlmasý gereken ders ve uygulamalar  yarýyýl süresince yapýlabile ceði gibi  ilgili birimler tarafýndan  belirtilen sürelerde  bahar yarýyýlýnýn bitiminden sonra da  yaptýrýlabilir.   Önþart   MADDE  15 – (1) Bir dersin  önþartý   ilgili bölümün  önerisi  ve fakülte  kurulunun  onayý  ile belirlenir.  Öðretim  planýndaki  herhangi  bir dersin  alýnabilmesi  için önþart;  o ders  için önþart  olarak  belirlenen  ders  veya derslerden sýnava girme hakkýnýn alýnmýþ olmasýdýr. Fakat  ilgili bölümün ve fakültenin önerisi ve  Senatonun onayý ile o ders için önþart olarak belirlenen ders ve ya derslerden geçmiþ olmak da önþart  olarak kabul  edilebilir.   Derse kayýt   ";Öðretim planýna dâhil olan staj çalýþmalarý nasýl yapýlýr?;Öðretim planýna dâhil olan staj çalýþmalarý  fakülteler tarafýndan her bölümün özelliðine göre hazýrlanan esaslara göre yapýlýr.
56;" MADDE 14 – (1) (Deðiþik:RG -12/1/2015 -29234) Üniversitenin fakülte ve bölümlerindeki  öðreti m  Yükseköðretim Kurulunca belirlenen ve Senato tarafýndan kabul edilen ortak dersler göz  önünde tutulmak ve bölümlerin görüþleri alýnmak suretiyle  ilgili fakülte kurulunca kararlaþtýrýlan ve  Senato tarafýndan onaylanan öðretim planýna göre yapýlýr.   (2) Üçüncü yarýyýldan itibaren  birinci yýl sonunda en az 35  ikinci yýl sonunda en az 75 krediyi  tamamlayan ve genel not ortalamasý en az 3.00 olan öðrenciler bu Yönetmeliðin 16 ncý maddesinde  belirtilen en fazla kredi alma sýnýrýný aþarak sekiz yarýyýldan da ha kýsa sürede mezun  olabilir.   (3) Öðrenciler  öðrenimlerine önþartsýz veya önþartýný saðladýklarý dersleri çakýþmamak  bu  Yönetmeliðin 16 ncý maddesindeki kredi sýnýrlarýna uymak ve bu Yönetmeliðin 19 uncu maddesindeki  þartlarý saðlamak kaydý ile devam  ederle r.  (4) (Deðiþik:RG -12/1/2015 -29234) Öðretim planýna dâhil olan staj çalýþmalarý  fakülteler  tarafýndan her bölümün özelliðine göre hazýrlanan esaslara göre yapýlýr. Üniversite binalarý dýþýnda  yapýlmasý gereken ders ve uygulamalar  yarýyýl süresince yapýlabile ceði gibi  ilgili birimler tarafýndan  belirtilen sürelerde  bahar yarýyýlýnýn bitiminden sonra da  yaptýrýlabilir.   Önþart   MADDE  15 – (1) Bir dersin  önþartý   ilgili bölümün  önerisi  ve fakülte  kurulunun  onayý  ile belirlenir.  Öðretim  planýndaki  herhangi  bir dersin  alýnabilmesi  için önþart;  o ders  için önþart  olarak  belirlenen  ders  veya derslerden sýnava girme hakkýnýn alýnmýþ olmasýdýr. Fakat  ilgili bölümün ve fakültenin önerisi ve  Senatonun onayý ile o ders için önþart olarak belirlenen ders ve ya derslerden geçmiþ olmak da önþart  olarak kabul  edilebilir.   Derse kayýt   ";Üniversite binalarý dýþýnda yapýlmasý gereken ders ve uygulamalar ne zaman yapýlabilir?;Üniversite binalarý dýþýnda yapýlmasý gereken ders ve uygulamalar  yarýyýl süresince yapýlabileceði gibi  ilgili birimler tarafýndan belirtilen sürelerde  bahar yarýyýlýnýn bitiminden sonra da yaptýrýlabilir.
56;" MADDE 14 – (1) (Deðiþik:RG -12/1/2015 -29234) Üniversitenin fakülte ve bölümlerindeki  öðreti m  Yükseköðretim Kurulunca belirlenen ve Senato tarafýndan kabul edilen ortak dersler göz  önünde tutulmak ve bölümlerin görüþleri alýnmak suretiyle  ilgili fakülte kurulunca kararlaþtýrýlan ve  Senato tarafýndan onaylanan öðretim planýna göre yapýlýr.   (2) Üçüncü yarýyýldan itibaren  birinci yýl sonunda en az 35  ikinci yýl sonunda en az 75 krediyi  tamamlayan ve genel not ortalamasý en az 3.00 olan öðrenciler bu Yönetmeliðin 16 ncý maddesinde  belirtilen en fazla kredi alma sýnýrýný aþarak sekiz yarýyýldan da ha kýsa sürede mezun  olabilir.   (3) Öðrenciler  öðrenimlerine önþartsýz veya önþartýný saðladýklarý dersleri çakýþmamak  bu  Yönetmeliðin 16 ncý maddesindeki kredi sýnýrlarýna uymak ve bu Yönetmeliðin 19 uncu maddesindeki  þartlarý saðlamak kaydý ile devam  ederle r.  (4) (Deðiþik:RG -12/1/2015 -29234) Öðretim planýna dâhil olan staj çalýþmalarý  fakülteler  tarafýndan her bölümün özelliðine göre hazýrlanan esaslara göre yapýlýr. Üniversite binalarý dýþýnda  yapýlmasý gereken ders ve uygulamalar  yarýyýl süresince yapýlabile ceði gibi  ilgili birimler tarafýndan  belirtilen sürelerde  bahar yarýyýlýnýn bitiminden sonra da  yaptýrýlabilir.   Önþart   MADDE  15 – (1) Bir dersin  önþartý   ilgili bölümün  önerisi  ve fakülte  kurulunun  onayý  ile belirlenir.  Öðretim  planýndaki  herhangi  bir dersin  alýnabilmesi  için önþart;  o ders  için önþart  olarak  belirlenen  ders  veya derslerden sýnava girme hakkýnýn alýnmýþ olmasýdýr. Fakat  ilgili bölümün ve fakültenin önerisi ve  Senatonun onayý ile o ders için önþart olarak belirlenen ders ve ya derslerden geçmiþ olmak da önþart  olarak kabul  edilebilir.   Derse kayýt   ";Bir dersin önþartý nasýl belirlenir?;Bir dersin önþartý  ilgili bölümün önerisi ve fakülte kurulunun onayý ile belirlenir.
